id,title,abstract
18942,Graduate attributes in higher education: profiles or competencies?,"['higher', 'education', 'state', 'transformation', 'across', 'world', 'synthesis', 'report', 'global', 'university', 'network', 'innovation', 'draw', 'attention', 'many', 'challenge', 'confront', 'sector', 'need', 'move', 'beyond', 'ivory', 'tower', 'market', 'oriented', 'university', 'towards', 'one', 'innovatively', 'add', 'value', 'process', 'social', 'transformation', 'however', 'emerging', 'tension', 'bear', 'upon', 'question', 'reactive', 'versus', 'proactive', 'approach', 'respect', 'knowledge', 'paradigm', 'focus', 'knowledge', 'economy', 'versus', 'knowledge', 'society', 'knowledge', 'relevance', 'versus', 'competitively', 'driven', 'knowledge', 'net', 'effect', 'graduate', 'require', 'range', 'attribute', 'enable', 'deal', 'employability', 'also', 'increasing', 'concern', 'global', 'issue', 'development', 'civic', 'awareness', 'responsibility', 'according', 'view', 'subject', 'study', 'acquisition', 'skill', 'competency', 'educator', 'need', 'focus', 'rather', 'personal', 'aspect', 'authenticity', 'disposition', 'inspiration', 'passion', 'spirit', 'however', 'focus', 'personal', 'linking', 'personal', 'development', 'planning', 'graduate', 'attribute', 'without', 'problem', 'indeed', 'whole', 'focus', 'generic', 'graduate', 'attribute', 'questioned', 'term', 'way', 'context', 'dependent', 'shaped', 'disciplinary', 'epistemology', 'conceptualised', 'taught', 'paper', 'therefore', 'offer', 'sympathetic', 'yet', 'critical', 'appraisal', 'focus', 'graduate', 'attribute', 'using', 'scottish', 'higher', 'education', 'system', 'example']"
18943,"Developing the personal, dissolving the political","['emergence', 'person', 'centred', 'discourse', 'based', 'around', 'notion', 'personal', 'development', 'planning', 'work', 'life', 'balance', 'taken', 'hold', 'education', 'workplace', 'recent', 'year', 'paper', 'examines', 'discourse', 'regard', 'recent', 'development', 'higher', 'education', 'well', 'inter', 'related', 'issue', 'work', 'life', 'balance', 'occupational', 'career', 'case', 'national', 'trans', 'national', 'policy', 'initiative', 'directed', 'towards', 'improving', 'personal', 'opportunity', 'competitive', 'advantage', 'global', 'knowledge', 'based', 'economy', 'however', 'despite', 'increasing', 'concern', 'looking', 'outward', 'globalised', 'educational', 'employment', 'marketplace', 'something', 'paradox', 'encouraging', 'people', 'look', 'inward', 'order', 'become', 'self', 'determined', 'apparent', 'paradox', 'considered', 'discourse', 'analytic', 'perspective', 'term', 'ideological', 'effect', 'increasing', 'concern', 'personal', 'world', 'specifically', 'argued', 'tension', 'emerge', 'concern', 'innerdirected', 'process', 'self', 'reflection', 'dissolve', 'engagement', 'wider', 'political', 'issue', 'impact', 'upon', 'educational', 'career', 'development']"
18944,Cellular modelling of electrical remodelling in two different models of human atrial myocytes,"['change', 'action', 'potential', 'atrial', 'myocytes', 'various', 'ionic', 'channel', 'induced', 'chronic', 'atrial', 'fibrillation', 'af', 'described', 'human', 'mechanism', 'underlying', 'af', 'induced', 'action', 'potential', 'duration', 'apd', 'shortening', 'clearly', 'identified', 'study', 'modify', 'two', 'different', 'computational', 'model', 'electrical', 'activity', 'human', 'atrial', 'myocytes', 'incorporating', 'chronic', 'af', 'induced', 'change', 'several', 'ionic', 'channel', 'system', 'found', 'myocytes', 'examine', 'ionic', 'mechanism', 'underlying', 'af', 'induced', 'apd', 'reduction', 'relative', 'role', 'different', 'remodeled', 'ionic', 'channel', 'producing', 'apd', 'reduction', 'model', 'found', 'af', 'induced', 'change', 'ionic', 'channel', 'conductance', 'kinetics', 'able', 'reproduce', 'apd', 'reduction', 'seen', 'experimentally', 'af', 'induced', 'regulation', 'l', 'type', 'ca', 'current', 'insufficient', 'account', 'observed', 'apd', 'reduction', 'regulation', 'ikl', 'much', 'greater', 'influence']"
18946,Addressing attendance,"['within', 'school', 'science', 'engineering', 'session', 'policy', 'adopted', 'monitoring', 'non', 'attendance', 'early', 'warning', 'indicator', 'focusing', 'action', 'advisor', 'study', 'report', 'programme', 'tutor', 'personal', 'tutor', 'student', 'service', 'etc', 'appropriate', 'practical', 'purpose', 'sample', 'appropriate', 'module', 'used', 'provide', 'information', 'required', 'indicative', 'overall', 'student', 'progress', 'constituting', 'le', 'two', 'module', 'per', 'course', 'check', 'could', 'made', 'required', 'absence', 'two', 'week', 'two', 'module', 'taken', 'sufficient', 'warrant', 'action', 'advisor', 'study', 'information', 'cause', 'identified', 'student', 'withdrawn', 'regardless', 'stated', 'reason', 'meaningful', 'information', 'may', 'obtained', 'follow', 'letter', 'sent', 'request', 'information', 'previously', 'done', 'may', 'useful', 'therefore', 'intention', 'send', 'letter', 'student', 'withdrawn', 'obtain', 'meaningful', 'information', 'help', 'retain', 'student', 'similar', 'le', 'rigorous', 'approach', 'used', 'previous', 'session', 'however', 'university', 'structure', 'different', 'current', 'session', 'evidence', 'pas', 'rate', 'rose', 'level', 'however', 'impossible', 'identify', 'single', 'attributable', 'factor', 'increase', 'course', 'performance', 'although', 'significantly', 'better', 'school', 'progression', 'rate', 'clear', 'data', 'likely', 'problem', 'progression', 'level', 'order', 'address', 'monitoring', 'non', 'attendance', 'subsequent', 'action', 'focus', 'level', 'level', 'direct', 'entry', 'student', 'consideration', 'discussion', 'issue', 'non', 'submission', 'coursework', 'assignment', 'additional', 'measure', 'indicate', 'poor', 'performance', 'necessary', 'within', 'school', 'believe', 'non', 'submission', 'coursework', 'may', 'used', 'formal', 'indication', 'problem', 'requiring', 'interview', 'based', 'general', 'analysis', 'available', 'module', 'result', 'le', 'pas', 'rate', 'analysis', 'indicates', 'student', 'actually', 'made', 'submission', 'assessment', 'subsequently', 'failed', 'module', 'major', 'problem', 'system', 'time', 'available', 'take', 'effective', 'action', 'limited', 'therefore', 'concentrate', 'workload', 'week', 'four', 'twelve', 'teaching']"
18947,Combining work and study – a solution?,"['anyone', 'dealing', 'regularly', 'advising', 'student', 'aware', 'conflict', 'academic', 'non', 'academic', 'pursuit', 'particular', 'paid', 'employment', 'lead', 'performance', 'absence', 'frequently', 'followed', 'withdrawal', 'course', 'work', 'perceived', 'conflicting', 'study', 'rather', 'enhancing', 'learning', 'experience', 'unless', 'part', 'sandwich', 'course', 'current', 'progression', 'rate', 'indicate', 'withdrawing', 'first', 'second', 'year', 'working', 'part', 'time', 'combining', 'work', 'study', 'effectively', 'order', 'address', 'issue', 'necessary', 'devise', 'structured', 'approach', 'gave', 'credit', 'student', 'whilst', 'work', 'also', 'enhanced', 'learning', 'experience', 'end', 'advisor', 'study', 'devised', 'module', 'help', 'student', 'structure', 'personal', 'development', 'work', 'study', 'purpose', 'introducing', 'module', 'improve', 'student', 'performance', 'examination', 'coursework', 'minimise', 'drop', 'rate', 'design', 'programme', 'integrates', 'skill', 'required', 'academic', 'study', 'developed', 'result', 'employment', 'voluntary', 'work', 'vocational', 'training', 'otherwise', 'recognised', 'part', 'course', 'undertaken', 'module', 'aim', 'counteract', 'cause', 'poor', 'progression', 'acknowledging', 'directing', 'skill', 'knowledge', 'attained', 'non', 'academic', 'environment', 'student', 'leave', 'diploma', 'higher', 'education', 'utilised', 'option', 'expected', 'likely', 'return', 'study', 'later', 'date', 'conjunction', 'assessment', 'strategy', 'adopted', 'envisaged', 'module', 'certain', 'extent', 'address', 'one', 'cause', 'poor', 'progression']"
18949,Analysis of efficacy of a biocontrol agent to reduce the transmission of infection in damping-off epidemics,"['demonstrate', 'simple', 'analysis', 'based', 'generic', 'epidemiological', 'process', 'quantify', 'efficacy', 'trichoderma', 'harzianum', 'control', 'damping', 'disease', 'caused', 'rhizoctonia', 'solani', 'method', 'quantifies', 'rate', 'disease', 'transmitted', 'population', 'plant', 'use', 'reduction', 'disease', 'transmission', 'measure', 'efficacy', 'control', 'agent', 'using', 'epidemic', 'replicated', 'microcosm', 'show', 'method', 'used', 'quantify', 'reduction', 'secondary', 'transmission', 'rate', 'ii', 'effect', 'soil', 'type', 'efficacy', 'biocontrol', 'iii', 'effect', 'timing', 'application', 'efficacy', 'biocontrol']"
18950,Interconnectivity of habitats in soil: combining X-ray micro tomography and thin sectioning to reveal fungal-soil structure interactions,"['extreme', 'heterogeneity', 'interconnectivity', 'dimensional', 'pore', 'space', 'within', 'soil', 'make', 'unique', 'habitat', 'diverse', 'microbial', 'population', 'pivotal', 'role', 'microbial', 'interaction', 'manipulation', 'quantification', 'dimensional', 'pore', 'space', 'spatial', 'distribution', 'micro', 'organism', 'therefore', 'essential', 'fully', 'understand', 'microbial', 'interaction', 'pack', 'soil', 'microcosm', 'different', 'bulk', 'density', 'manipulate', 'soil', 'structure', 'use', 'x', 'ray', 'micro', 'tomography', 'soil', 'thin', 'section', 'analyse', 'effect', 'connectivity', 'pore', 'volume', 'fungal', 'exploration']"
18951,Resilience of soil to biological invasion: analysis of spread on networks,"['network', 'model', 'soil', 'pore', 'volume', 'presented', 'applied', 'analysis', 'biological', 'invasion', 'microorganism', 'pore', 'geometry', 'two', 'soil', 'relatively', 'high', 'low', 'bulk', 'density', 'quantified', 'use', 'x', 'ray', 'tomography', 'network', 'constructed', 'present', 'pore', 'space', 'channel', 'connecting', 'intersecting', 'point', 'network', 'subsequently', 'quantified', 'measurement', 'biologically', 'relevant', 'parameter', 'distribution', 'length', 'link', 'two', 'node', 'coordination', 'number', 'node', 'distribution', 'size', 'link', 'two', 'node', 'spread', 'microorganism', 'subsequently', 'considered', 'function', 'characteristic', 'embedded', 'simple', 'epidemiological', 'model', 'spread', 'mapped', 'onto', 'percolation', 'theory', 'found', 'network', 'display', 'critical', 'behaviour', 'biological', 'invasion', 'greater', 'resilience', 'invasion', 'densely', 'packed', 'soil', 'also', 'found', 'inherent', 'heterogeneity', 'soil', 'system', 'contributes', 'resilience', 'invasion']"
18952,Integrating physical and chemical techniques to characterise soil microsites,"['many', 'problem', 'environmental', 'soil', 'research', 'require', 'technique', 'quantify', 'soil', 'microenvironment', 'become', 'increasingly', 'apparent', 'need', 'novel', 'micro', 'analytical', 'technique', 'compliment', 'well', 'established', 'method', 'study', 'soil', 'macro', 'spatial', 'scale', 'despite', 'tremendous', 'progress', 'field', 'last', 'decade', 'quantitative', 'method', 'developed', 'within', 'separate', 'discipline', 'operate', 'different', 'spatial', 'scale', 'hampering', 'integration', 'moreover', 'mean', 'opportunity', 'integrate', 'method', 'may', 'overlooked', 'paper', 'develop', 'method', 'enable', 'integration', 'non', 'invasive', 'technique', 'characterise', 'soil', 'structure', 'x', 'ray', 'ct', 'spectroscopic', 'method', 'characterises', 'spatial', 'distribution', 'chemical', 'element', 'surface', 'sem', 'edx', 'first', 'developed', 'statistical', 'software', 'locate', 'plane', 'sem', 'edx', 'analysis', 'performed', 'within', 'volume', 'demonstrate', 'selected', 'compound', 'including', 'particulate', 'source', 'c', 'caco3', 'quantified', 'sem', 'edx', 'subsequently', 'visualized', 'within', 'soil', 'environment', 'finally', 'demonstrated', 'characterized', 'sequential', 'slice', 'sem', 'edx', 'could', 'use', 'co', 'kriging', 'method', 'predict', 'spatial', 'distribution', 'chemical', 'element', 'discus', 'possibility', 'problem', 'need', 'resolved', 'combine', 'method']"
18953,Effect of soil management on pore geometry and the implications for fungal invasion and interactions,"['despite', 'importance', 'fungi', 'soil', 'functioning', 'received', 'comparatively', 'little', 'attention', 'understanding', 'fungal', 'interaction', 'community', 'lacking', 'study', 'aim', 'combine', 'physiologically', 'based', 'model', 'fungal', 'growth', 'interaction', 'digitized', 'image', 'undisturbed', 'soil', 'sample', 'contrasting', 'management', 'practice', 'determine', 'effect', 'physical', 'structure', 'fungal', 'growth', 'colonization', 'quantified', 'pore', 'geometry', 'undisturbed', 'soil', 'sample', 'long', 'term', 'agricultural', 'native', 'vegetation', 'land', 'us', 'modelled', 'invasion', 'single', 'fungal', 'specie', 'two', 'different', 'fungal', 'specie', 'within', 'soil', 'sample', 'evaluated', 'role', 'soil', 'structure', 'fungal', 'invasion', 'specie', 'interaction', 'particular', 'identified', 'characteristic', 'pore', 'volume', 'promote', 'exclude', 'fungal', 'invasion']"
18954,Modelling and visualizing sustainability assessment in urban environments,"['major', 'urban', 'development', 'project', 'extend', 'prolonged', 'timescales', 'year', 'case', 'major', 'regeneration', 'project', 'involve', 'large', 'number', 'stakeholder', 'necessitate', 'complex', 'decision', 'making', 'comprehensive', 'assessment', 'critical', 'information', 'involve', 'number', 'domain', 'social', 'economic', 'environmental', 'input', 'wide', 'range', 'stakeholder', 'make', 'rigorous', 'holistic', 'decision', 'making', 'respect', 'sustainability', 'exceptionally', 'difficult', 'without', 'access', 'appropriate', 'decision', 'support', 'tool', 'assessing', 'communicating', 'key', 'aspect', 'sustainability', 'often', 'conflicting', 'information', 'remains', 'major', 'hurdle', 'overcome', 'sustainable', 'development', 'achieved', 'investigate', 'use', 'integrated', 'simulation', 'visualization', 'engine', 'test', 'effective', 'presenting', 'physical', 'representation', 'urban', 'environment', 'modelling', 'sustainability', 'urban', 'development', 'using', 'subset', 'indicator', 'modelling', 'visualization', 'need', 'integrated', 'seamlessly', 'order', 'achieve', 'real', 'time', 'update', 'sustainability', 'model', '3d', 'urban', 'representation', 'conveying', 'sustainability', 'information', 'range', 'stakeholder', 'making', 'assessment', 'sustainability', 'accessible', 'paper', 'explore', 'first', 'two', 'objective', 'prototype', 'interactive', 'simulation', 'visualization', 'platform', 'city', 'vt', 'integrates', 'communicates', 'complex', 'multivariate', 'information', 'diverse', 'stakeholder', 'group', 'platform', 'us', 'latest', '3d', 'graphical', 'rendering', 'technique', 'generate', 'realistic', 'urban', 'development', 'novel', 'visualization', 'technique', 'present', 'sustainability', 'data', 'emerge', 'underlying', 'computational', 'model', 'underlying', 'computational', 'model', 'consists', 'two', 'part', 'traditional', 'multicriteria', 'evaluation', 'method', 'indicator', 'model', 'represent', 'temporal', 'change', 'indicator', 'model', 'informed', 'collected', 'data', 'existing', 'literature', 'platform', 'interactive', 'allows', 'real', 'time', 'movement', 'building', 'material', 'property', 'sustainability', 'assessment', 'updated', 'immediately', 'allows', 'relative', 'comparison', 'contrasting', 'planning', 'urban', 'layout', 'preliminary', 'usability', 'result', 'show', 'tool', 'provides', 'realistic', 'representation', 'real', 'development', 'effective', 'conveying', 'sustainability', 'assessment', 'information', 'range', 'stakeholder', 'city', 'vt', 'novel', 'tool', 'calculating', 'communicating', 'sustainability', 'assessment', 'therefore', 'begin', 'open', 'decision', 'making', 'process', 'stakeholder', 'reducing', 'reliance', 'expert', 'decision', 'maker']"
